release_year,genres
2017,"['Adventure', 'Casual', 'Simulation', 'Strategy']"
2017,"['Action', 'Indie']"
2017,"['Action', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
2017,"['Casual', 'Indie', 'Strategy']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
2017,"['Action', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
2017,"['Adventure', 'Indie']"
2017,"['Adventure', 'Indie']"
2017,"['Adventure', 'Casual', 'Simulation']"
2017,"['Indie', 'Simulation']"
2017,"['Action', 'Indie', 'Racing', 'Sports']"
2017,['Casual']
2017,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
2017,"['Utilities', 'Early Access']"
2017,"['Adventure', 'Indie']"
2017,"['Indie', 'Racing', 'Early Access']"
2017,"['Indie', 'RPG', 'Simulation']"
2017,"['Action', 'Free to Play', 'Massively Multiplayer', 'Racing']"
2017,"['Adventure', 'Indie']"
2017,"['Adventure', 'Early Access']"
2017,"['Action', 'Adventure', 'Indie']"
2017,['Simulation']
2017,"['Action', 'Indie']"
2017,"['Action', 'Indie', 'Massively Multiplayer']"
2017,"['Action', 'Indie', 'Massively Multiplayer']"
2017,"['Adventure', 'Casual']"
2017,"['Adventure', 'Casual']"
2017,"['Casual', 'Simulation', 'Sports']"
2017,"['Action', 'Casual', 'Indie', 'Strategy', 'Early Access']"
2017,['Indie']
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Casual', 'Indie']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Casual', 'Indie', 'Simulation', 'Strategy']"
2017,"['Indie', 'RPG']"
2017,"['Casual', 'RPG', 'Strategy']"
2017,"['Adventure', 'Indie']"
2017,['Casual']
2017,"['Action', 'Sports']"
2017,"['Action', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Free to Play', 'Indie', 'RPG']"
2017,['Video Production']
2017,"['Action', 'Adventure', 'Indie', 'Early Access']"
2017,"['Casual', 'Indie']"
2017,"['Casual', 'Strategy']"
2017,"['Action', 'Adventure', 'Casual', 'Indie']"
2017,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']"
2017,"['Adventure', 'Indie']"
2017,['Simulation']
2016,"['Casual', 'Indie', 'Strategy']"
2017,"['Adventure', 'Indie']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer']"
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer']"
2017,"['Indie', 'Simulation', 'Strategy', 'Early Access']"
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer']"
2017,"['Indie', 'Strategy', 'Early Access']"
2017,"['Action', 'Adventure', 'Casual', 'Indie']"
2017,"['Adventure', 'Casual', 'Simulation']"
2017,"['Action', 'Adventure', 'Casual', 'Indie']"
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Early Access']"
2017,"['Indie', 'Simulation', 'Strategy']"
2017,"['Design &amp; Illustration', 'Utilities']"
2017,"['Casual', 'Indie']"
2017,['RPG']
2017,"['Action', 'Adventure', 'Indie']"
2017,['Simulation']
2017,"['Indie', 'Simulation']"
2017,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Strategy']"
2017,"['Adventure', 'Casual', 'Indie', 'Simulation']"
2017,"['Casual', 'Indie']"
2017,"['Casual', 'Free to Play', 'Simulation']"
2017,"['Adventure', 'Casual', 'Indie', 'Simulation']"
2017,"['Adventure', 'Indie', 'RPG', 'Early Access']"
2017,"['Action', 'Indie']"
2017,"['Casual', 'Indie']"
2017,"['Action', 'RPG']"
2017,"['Adventure', 'Indie']"
2017,"['Casual', 'Simulation', 'Strategy']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Casual', 'Simulation']"
2017,"['Action', 'Casual', 'Indie', 'Massively Multiplayer']"
2017,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']"
2017,"['Action', 'Adventure']"
2017,"['Adventure', 'Indie', 'RPG', 'Strategy']"
2017,"['Casual', 'Indie', 'Strategy']"
2017,"['Action', 'Casual', 'Indie', 'Early Access']"
2017,"['Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']"
2017,"['Casual', 'Indie', 'Strategy']"
2017,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Strategy']"
2017,"['Casual', 'Indie', 'Strategy']"
2017,['Action']
2017,"['Indie', 'Massively Multiplayer', 'Strategy', 'Early Access']"
2017,"['Action', 'Casual', 'Racing']"
2017,"['Action', 'Simulation']"
2017,['Indie']
2017,['Action']
2017,"['Racing', 'Simulation', 'Sports']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Racing', 'Simulation', 'Sports']"
2017,"['Racing', 'Simulation', 'Sports']"
2017,"['Casual', 'Indie']"
2017,"['Adventure', 'Indie']"
2017,"['Casual', 'Indie']"
2017,"['Indie', 'Strategy']"
2017,['Indie']
2017,"['Adventure', 'Indie', 'Strategy']"
2017,"['Action', 'Adventure', 'Casual', 'Indie']"
2017,"['Action', 'Indie', 'Massively Multiplayer', 'RPG']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Action', 'Adventure', 'Indie']"
2017,['Simulation']
2017,['Simulation']
2017,['Simulation']
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']"
2017,"['Casual', 'Free to Play', 'RPG']"
2017,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']"
2017,"['Adventure', 'Indie']"
2017,['Indie']
2017,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']"
2017,['Casual']
2017,['RPG']
2017,['Indie']
2017,"['Action', 'Strategy']"
2013,"['Casual', 'Indie', 'Strategy']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']"
2017,"['Adventure', 'Indie', 'Early Access']"
2017,"['Casual', 'Indie', 'Strategy']"
2017,"['Casual', 'Racing']"
2017,"['Indie', 'Massively Multiplayer']"
2017,['Sports']
2017,"['Action', 'RPG']"
2017,"['Action', 'Indie']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Casual', 'Indie', 'Simulation']"
2017,"['Action', 'Adventure', 'Indie', 'Early Access']"
2017,"['Action', 'Adventure', 'Indie', 'RPG']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Free to Play', 'Massively Multiplayer']"
2017,"['Adventure', 'Casual']"
2017,['Simulation']
2017,['Indie']
2017,"['Adventure', 'Indie']"
2017,"['Casual', 'Strategy']"
2017,"['Indie', 'Strategy']"
2017,"['Casual', 'Indie']"
2017,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
2017,['Simulation']
2017,"['Casual', 'Indie']"
2017,"['Adventure', 'Indie', 'RPG']"
2017,"['Indie', 'Simulation', 'Strategy']"
2017,"['Indie', 'Simulation', 'Strategy']"
2017,"['Action', 'Indie', 'RPG', 'Early Access']"
2017,"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports']"
2017,"['Action', 'Free to Play']"
2017,"['Adventure', 'Free to Play', 'RPG', 'Strategy']"
2017,"['Casual', 'Indie']"
2017,['Action']
2017,['RPG']
2017,"['Action', 'Adventure', 'RPG']"
2017,"['Design &amp; Illustration', 'Utilities']"
2017,"['Casual', 'Indie']"
2017,"['Casual', 'Simulation']"
2017,"['Casual', 'Simulation']"
2017,"['Casual', 'Simulation']"
2017,"['Casual', 'Simulation']"
2017,"['Simulation', 'Sports']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']"
2017,['Strategy']
2017,"['Adventure', 'Casual']"
2017,"['Action', 'Indie']"
2017,"['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']"
2017,['RPG']
2017,['RPG']
2017,['RPG']
2017,['RPG']
2017,['RPG']
2017,['RPG']
2017,"['Action', 'Adventure', 'Casual', 'Indie']"
2017,"['Action', 'Adventure', 'RPG']"
2009,"['Casual', 'Indie', 'Simulation']"
2008,"['Adventure', 'Casual', 'Indie']"
2008,"['Casual', 'Indie']"
2017,"['Audio Production', 'Software Training', 'Utilities', 'Video Production', 'Web Publishing']"
2013,"['Casual', 'Indie', 'Simulation']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Action', 'Adventure', 'Casual', 'Indie']"
2017,"['Design &amp; Illustration', 'Web Publishing']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Indie', 'Sports']"
2017,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
2017,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
2017,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
2017,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
2017,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
2017,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
2017,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
2017,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
2017,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
2012,"['Action', 'Free to Play', 'RPG']"
2017,"['Action', 'Adventure', 'Indie', 'RPG']"
2017,"['Action', 'Casual', 'Indie', 'Strategy']"
2017,['Utilities']
2017,"['Indie', 'Simulation', 'Strategy']"
2017,"['Action', 'Adventure', 'Indie', 'RPG']"
2017,"['Action', 'Casual', 'Free to Play']"
2017,"['Action', 'Casual', 'Free to Play']"
2017,"['Action', 'Casual', 'Free to Play']"
2017,"['Action', 'Casual', 'Free to Play']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Casual', 'Sports']"
2017,"['Free to Play', 'Indie', 'Simulation']"
2017,"['Animation &amp; Modeling', 'Audio Production', 'Design &amp; Illustration', 'Utilities', 'Video Production', 'Web Publishing']"
2017,"['Action', 'Free to Play', 'Massively Multiplayer']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Casual', 'Indie', 'Simulation']"
2017,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']"
2017,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']"
2017,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']"
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']"
2017,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']"
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']"
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']"
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']"
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']"
2017,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
2017,['Adventure']
2017,"['Simulation', 'Strategy', 'Early Access']"
2017,"['Action', 'Casual', 'Indie', 'Early Access']"
2017,"['Casual', 'Indie']"
2017,"['Casual', 'Indie']"
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']"
2017,['Action']
2017,"['Action', 'Casual', 'Indie', 'Strategy']"
2017,"['Action', 'Indie', 'Simulation']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie']"
1991,"['Adventure', 'RPG']"
2017,"['Action', 'Indie']"
2017,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
2017,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']"
2017,"['Indie', 'Simulation']"
2017,"['Adventure', 'Indie', 'RPG']"
2017,"['Adventure', 'Indie', 'RPG']"
2017,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']"
2017,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
2017,['Indie']
2017,"['Action', 'Casual', 'Indie', 'Sports']"
2017,"['Adventure', 'Casual', 'Indie', 'Strategy']"
2017,['Strategy']
2017,"['Adventure', 'Casual', 'Indie']"
2017,['Indie']
2017,"['Adventure', 'Casual']"
2017,"['Indie', 'Simulation']"
2017,"['Casual', 'Indie', 'Simulation', 'Strategy']"
2017,"['Casual', 'Indie']"
2017,"['Action', 'Casual', 'Indie']"
2017,['Web Publishing']
2017,['Web Publishing']
2017,"['Action', 'Casual', 'Indie']"
2017,"['Adventure', 'Indie', 'RPG']"
2017,"['Free to Play', 'Strategy']"
2017,"['Design &amp; Illustration', 'Early Access']"
2017,"['Adventure', 'Casual', 'Simulation', 'Strategy']"
2017,"['Simulation', 'Strategy']"
2017,"['Simulation', 'Strategy']"
2017,"['Casual', 'Indie', 'Simulation']"
2017,"['Action', 'Casual', 'Indie', 'Strategy']"
2017,"['Simulation', 'Strategy']"
2017,"['Action', 'Racing']"
2017,"['Casual', 'Indie', 'Simulation']"
2017,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']"
2017,"['Casual', 'Indie', 'Simulation']"
2017,"['Action', 'Adventure', 'Indie']"
2017,['Indie']
2017,"['Adventure', 'Indie']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Action', 'Free to Play']"
2017,"['Action', 'Indie']"
2017,"['Indie', 'Strategy']"
2017,['Sports']
2017,"['Action', 'Indie']"
2017,"['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy']"
2017,"['Indie', 'Simulation', 'Strategy']"
2017,"['Casual', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Action', 'Adventure', 'Casual', 'Indie']"
2017,"['Casual', 'Indie']"
2014,"['Action', 'Adventure', 'Casual', 'Indie']"
2012,"['Casual', 'Indie', 'Simulation']"
2017,"['Casual', 'Indie']"
2017,"['Audio Production', 'Utilities', 'Early Access']"
2017,"['Adventure', 'Casual', 'Indie', 'Simulation']"
2017,"['Action', 'Adventure', 'Indie', 'RPG']"
2017,['RPG']
2017,"['Action', 'Adventure']"
2017,"['Action', 'Indie', 'Early Access']"
2017,"['Action', 'Adventure', 'Indie', 'Strategy']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Action', 'Adventure', 'Casual', 'Indie']"
2017,"['Indie', 'Simulation', 'Sports', 'Strategy']"
2017,['Indie']
2015,['RPG']
2017,"['Action', 'Indie', 'Early Access']"
2017,"['Casual', 'Indie']"
2017,"['Indie', 'Strategy', 'Early Access']"
2017,"['Action', 'Adventure', 'RPG']"
2017,"['Adventure', 'RPG', 'Strategy']"
2017,"['Adventure', 'RPG', 'Strategy']"
2017,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']"
2017,"['Adventure', 'RPG', 'Strategy']"
2017,['Action']
2017,['Action']
2017,"['Adventure', 'RPG', 'Strategy']"
2017,['Action']
2017,['Action']
2017,['Action']
2017,['Action']
2017,"['RPG', 'Early Access']"
2017,['Action']
2017,['Action']
2017,"['Simulation', 'Sports']"
2017,"['Action', 'Racing']"
2017,"['Simulation', 'Strategy']"
2017,['Simulation']
2017,['Indie']
2017,['Simulation']
2017,"['Adventure', 'Casual', 'RPG', 'Simulation']"
2017,"['Action', 'Adventure', 'Indie', 'RPG']"
2017,['Adventure']
2017,"['Casual', 'Simulation']"
2017,"['Casual', 'Simulation']"
2017,"['Action', 'Indie']"
2017,"['Casual', 'Simulation']"
2017,"['Casual', 'Simulation']"
2017,"['Casual', 'Simulation']"
2017,"['Casual', 'Simulation']"
2017,['Action']
2017,['Action']
2017,"['Casual', 'RPG', 'Simulation', 'Strategy']"
2017,"['Simulation', 'Strategy']"
2017,"['Indie', 'Simulation']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Casual', 'Indie']"
2017,"['Action', 'Early Access']"
2017,['Strategy']
2017,"['Action', 'Early Access']"
2017,['Racing']
2017,"['Indie', 'Strategy']"
2017,"['Action', 'Casual', 'Indie', 'Sports']"
2017,['Adventure']
2017,['Simulation']
2017,"['Action', 'Adventure', 'Indie', 'Strategy']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
2018,"['Action', 'Casual', 'Indie', 'Early Access']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Adventure', 'Indie']"
2017,['Action']
2017,"['Casual', 'Early Access']"
2017,"['Adventure', 'Indie']"
2017,['Free to Play']
2017,"['Action', 'Casual', 'Indie', 'Early Access']"
2017,"['Adventure', 'Free to Play', 'Indie', 'RPG', 'Strategy', 'Early Access']"
2017,"['Casual', 'Indie', 'Strategy']"
2017,"['Design &amp; Illustration', 'Photo Editing', 'Video Production']"
2017,"['Action', 'Casual', 'Indie', 'Strategy']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access']"
2017,"['Adventure', 'Casual']"
2017,"['Adventure', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Adventure', 'Casual']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,['RPG']
2017,"['Action', 'Adventure', 'Indie', 'RPG']"
2017,"['Action', 'Indie']"
2017,"['Casual', 'Indie', 'Simulation']"
2003,"['Adventure', 'RPG']"
2017,"['Animation &amp; Modeling', 'Audio Production', 'Design &amp; Illustration', 'Utilities', 'Video Production']"
2017,"['Adventure', 'RPG']"
2017,"['Action', 'Casual', 'Indie']"
2010,"['Casual', 'Indie', 'Strategy']"
2016,"['Casual', 'Indie']"
2007,"['Casual', 'Indie', 'Simulation']"
2017,"['Indie', 'Simulation', 'Strategy']"
2017,"['Action', 'Adventure', 'Indie', 'Simulation']"
2017,"['Casual', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie', 'Simulation']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Indie']"
1996,"['Action', 'Racing']"
2017,"['Action', 'Indie', 'RPG', 'Strategy']"
2017,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']"
2017,"['Casual', 'Free to Play', 'Indie', 'Simulation']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Adventure', 'Casual', 'Simulation']"
2017,"['Action', 'Adventure', 'Casual', 'Indie']"
2017,['Simulation']
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer']"
2017,"['Action', 'Strategy']"
2017,['Adventure']
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2013,['Action']
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Simulation', 'Sports']"
2017,"['Indie', 'Simulation', 'Strategy']"
2017,"['Indie', 'Simulation']"
2017,"['Casual', 'Simulation', 'Strategy']"
2017,"['Adventure', 'Indie', 'RPG']"
1994,"['Action', 'Racing']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Casual', 'Indie']"
2017,"['Action', 'Indie', 'Sports', 'Early Access']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Adventure', 'Indie']"
2017,"['Action', 'Indie']"
2019,"['Action', 'Adventure', 'Indie']"
2017,"['Casual', 'Simulation']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Casual', 'Simulation']"
2017,"['Action', 'Indie']"
2017,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']"
2017,"['Casual', 'Indie', 'Strategy']"
2017,"['Adventure', 'RPG', 'Strategy']"
2017,"['Action', 'Massively Multiplayer']"
2017,"['Action', 'Indie', 'Early Access']"
2017,"['Adventure', 'Indie']"
2017,"['Action', 'Indie', 'RPG']"
2017,['Indie']
2017,"['Adventure', 'Casual']"
2017,"['Indie', 'RPG', 'Strategy', 'Early Access']"
2017,"['Casual', 'Indie']"
2017,"['Indie', 'Simulation']"
2017,"['Adventure', 'Indie']"
2017,"['Action', 'Adventure', 'Casual', 'RPG', 'Strategy', 'Early Access']"
2017,"['Action', 'Indie', 'Early Access']"
2017,"['Casual', 'Indie']"
2017,"['Casual', 'Strategy']"
2017,"['Casual', 'Free to Play', 'Indie', 'Strategy']"
2017,"['Casual', 'Free to Play', 'Indie', 'Strategy']"
2017,"['Casual', 'Free to Play', 'Indie', 'Strategy']"
2017,"['Action', 'Indie', 'RPG']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']"
2017,['Simulation']
2017,['Simulation']
2017,['Simulation']
2017,"['Adventure', 'Indie', 'Racing']"
2017,"['Indie', 'Simulation', 'Early Access']"
2017,"['Design &amp; Illustration', 'Utilities', 'Early Access']"
2017,"['Indie', 'Racing', 'Early Access']"
2017,"['Casual', 'Indie']"
2017,['Simulation']
2008,"['Casual', 'Indie', 'Simulation']"
2017,"['Action', 'Indie']"
2017,['Indie']
2017,"['Adventure', 'Indie', 'RPG']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']"
2017,"['Action', 'Indie']"
2017,"['Action', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']"
2017,"['Action', 'Adventure', 'Indie', 'Strategy']"
2017,"['Action', 'Adventure']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Indie', 'RPG']"
2017,"['Casual', 'Free to Play']"
2017,"['Casual', 'Simulation']"
2017,"['Casual', 'Simulation']"
2017,"['Casual', 'Simulation']"
2017,"['Casual', 'Simulation']"
2017,"['Casual', 'Simulation']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
2017,"['Casual', 'Indie', 'Simulation']"
2017,"['Action', 'Indie', 'Early Access']"
2017,['Casual']
2017,"['Action', 'Adventure', 'Racing']"
2017,"['Casual', 'Indie', 'Early Access']"
2017,"['Action', 'Adventure', 'Indie']"
2017,['Action']
2017,['Action']
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Free to Play', 'Massively Multiplayer', 'RPG']"
2017,"['Action', 'Indie']"
2017,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities']"
2017,"['Animation &amp; Modeling', 'Design &amp; Illustration']"
2017,['Design &amp; Illustration']
2017,['Design &amp; Illustration']
2017,['Design &amp; Illustration']
2017,['Design &amp; Illustration']
2017,"['Action', 'Early Access']"
2017,"['Adventure', 'Casual', 'Indie']"
2014,"['Indie', 'Simulation']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
2017,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
2017,['Indie']
2017,"['Adventure', 'Indie', 'RPG']"
2017,"['Casual', 'Indie', 'Simulation', 'Early Access']"
2017,['Indie']
2017,"['Adventure', 'Indie']"
2017,['RPG']
2017,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
2019,"['Adventure', 'Free to Play', 'Indie']"
2017,"['Indie', 'Strategy']"
2017,"['Action', 'Adventure', 'Casual', 'Simulation']"
2017,['RPG']
2017,"['Casual', 'Indie', 'Strategy']"
2017,"['Action', 'Indie', 'Early Access']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Action', 'Indie']"
2017,"['Action', 'Indie']"
2017,"['Adventure', 'Indie']"
2017,"['Action', 'Indie', 'Massively Multiplayer', 'Simulation']"
2017,"['Adventure', 'Casual', 'Indie', 'Strategy']"
2017,"['Action', 'Indie', 'RPG', 'Early Access']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Indie', 'RPG']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Indie', 'Early Access']"
2017,['Simulation']
2017,"['Action', 'Casual', 'Indie']"
2017,"['Casual', 'Indie']"
2017,"['Adventure', 'Strategy', 'Early Access']"
2017,"['Adventure', 'Indie']"
2017,"['Action', 'Casual', 'Indie', 'Racing']"
2017,"['Action', 'Casual', 'Indie']"
2017,"['Adventure', 'Indie']"
2017,['Sports']
2017,['Simulation']
2017,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Casual', 'Indie']"
2017,"['Indie', 'Strategy']"
2017,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
2017,"['Racing', 'Simulation', 'Sports']"
2017,"['Racing', 'Simulation', 'Sports']"
2017,"['Racing', 'Simulation', 'Sports']"
2017,"['Racing', 'Simulation', 'Sports']"
2017,"['Racing', 'Simulation', 'Sports']"
2017,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
2017,"['Racing', 'Simulation', 'Sports']"
2017,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
2017,"['Action', 'Indie', 'Early Access']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Action', 'Indie']"
2010,"['Casual', 'Indie']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Adventure', 'Indie']"
2017,"['Casual', 'Indie', 'Simulation']"
2017,"['Casual', 'Indie']"
2017,['Simulation']
2017,['Adventure']
2016,"['Action', 'Casual', 'Indie']"
2017,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Strategy']"
2017,"['Adventure', 'Casual', 'Indie']"
2017,"['Casual', 'Free to Play', 'Indie', 'Simulation']"
2017,"['Simulation', 'Strategy']"
2017,"['Action', 'Adventure', 'Casual', 'Indie']"
2017,"['Action', 'Adventure', 'Casual', 'Indie']"
2017,"['Indie', 'Simulation', 'Strategy']"
2017,"['Action', 'Adventure', 'Indie']"
2017,"['Racing', 'Simulation', 'Sports', 'Strategy']"
2017,"['Action', 'Indie']"
2017,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
2017,"['Action', 'Indie']"
2017,"['Action', 'Indie']"
2017,"['Indie', 'RPG', 'Strategy']"
2017,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
2017,"['Indie', 'Simulation', 'Strategy']"
2017,['RPG']
